noun_id,page_index,category,category_name,head,reason,file,classification_method
"1835","137","B09-ECH","Secret Echo","head-chart-bars","代表画像を目視確認した主要頭部モチーフ: chart-bars","B09-ECH__Secret_Echo/noun-1835__head-chart-bars.png","visual audit of representative image for each of 258 head types"
"1834","138","B09-ECH","Secret Echo","head-heart","代表画像を目視確認した主要頭部モチーフ: heart","B09-ECH__Secret_Echo/noun-1834__head-heart.png","visual audit of representative image for each of 258 head types"
"1833","139","B04-CUL","Culinary","head-icepop-b","代表画像を目視確認した主要頭部モチーフ: icepop-b","B04-CUL__Culinary/noun-1833__head-icepop-b.png","visual audit of representative image for each of 258 head types"
"1832","140","B09-ECH","Secret Echo","head-heart","代表画像を目視確認した主要頭部モチーフ: heart","B09-ECH__Secret_Echo/noun-1832__head-heart.png","visual audit of representative image for each of 258 head types"
"1831","141","B06-OBJ","Artifact & Architecture","head-cd","代表画像を目視確認した主要頭部モチーフ: cd","B06-OBJ__Artifact_&_Architecture/noun-1831__head-cd.png","visual audit of representative image for each of 258 head types"
"1830","142","B05-MEC","Machine","head-fax-machine","代表画像を目視確認した主要頭部モチーフ: fax-machine","B05-MEC__Machine/noun-1830__head-fax-machine.png","visual audit of representative image for each of 258 head types"
"1829","143","B04-CUL","Culinary","head-peanut","代表画像を目視確認した主要頭部モチーフ: peanut","B04-CUL__Culinary/noun-1829__head-peanut.png","visual audit of representative image for each of 258 head types"
"1828","144","B05-MEC","Machine","head-robot","代表画像を目視確認した主要頭部モチーフ: robot","B05-MEC__Machine/noun-1828__head-robot.png","visual audit of representative image for each of 258 head types"
"1827","145","B04-CUL","Culinary","head-milk","代表画像を目視確認した主要頭部モチーフ: milk","B04-CUL__Culinary/noun-1827__head-milk.png","visual audit of representative image for each of 258 head types"
"1826","146","B03-FLO","Flora & Fungi","head-weed","代表画像を目視確認した主要頭部モチーフ: weed","B03-FLO__Flora_&_Fungi/noun-1826__head-weed.png","visual audit of representative image for each of 258 head types"
"1825","147","B02-FAU","Fauna","head-beluga","代表画像を目視確認した主要頭部モチーフ: beluga","B02-FAU__Fauna/noun-1825__head-beluga.png","visual audit of representative image for each of 258 head types"
"1824","148","B04-CUL","Culinary","head-cotton-candy","代表画像を目視確認した主要頭部モチーフ: cotton-candy","B04-CUL__Culinary/noun-1824__head-cotton-candy.png","visual audit of representative image for each of 258 head types"
"1823","149","B06-OBJ","Artifact & Architecture","head-ruler-triangular","代表画像を目視確認した主要頭部モチーフ: ruler-triangular","B06-OBJ__Artifact_&_Architecture/noun-1823__head-ruler-triangular.png","visual audit of representative image for each of 258 head types"
"1822","150","B05-MEC","Machine","head-washingmachine","代表画像を目視確認した主要頭部モチーフ: washingmachine","B05-MEC__Machine/noun-1822__head-washingmachine.png","visual audit of representative image for each of 258 head types"
"1821","151","B04-CUL","Culinary","head-pie","代表画像を目視確認した主要頭部モチーフ: pie","B04-CUL__Culinary/noun-1821__head-pie.png","visual audit of representative image for each of 258 head types"
"1820","152","B02-FAU","Fauna","head-raven","代表画像を目視確認した主要頭部モチーフ: raven","B02-FAU__Fauna/noun-1820__head-raven.png","visual audit of representative image for each of 258 head types"
"1819","153","B03-FLO","Flora & Fungi","head-fir","代表画像を目視確認した主要頭部モチーフ: fir","B03-FLO__Flora_&_Fungi/noun-1819__head-fir.png","visual audit of representative image for each of 258 head types"
"1818","154","B07-MAT","Material & Mineral","head-rock","代表画像を目視確認した主要頭部モチーフ: rock","B07-MAT__Material_&_Mineral/noun-1818__head-rock.png","visual audit of representative image for each of 258 head types"
"1817","155","B04-CUL","Culinary","head-icepop-b","代表画像を目視確認した主要頭部モチーフ: icepop-b","B04-CUL__Culinary/noun-1817__head-icepop-b.png","visual audit of representative image for each of 258 head types"
"1816","156","B02-FAU","Fauna","head-ducky","代表画像を目視確認した主要頭部モチーフ: ducky","B02-FAU__Fauna/noun-1816__head-ducky.png","visual audit of representative image for each of 258 head types"
"1815","157","B04-CUL","Culinary","head-cannedham","代表画像を目視確認した主要頭部モチーフ: cannedham","B04-CUL__Culinary/noun-1815__head-cannedham.png","visual audit of representative image for each of 258 head types"
"1814","158","B06-OBJ","Artifact & Architecture","head-wallet","代表画像を目視確認した主要頭部モチーフ: wallet","B06-OBJ__Artifact_&_Architecture/noun-1814__head-wallet.png","visual audit of representative image for each of 258 head types"
"1813","159","B09-ECH","Secret Echo","head-rgb","代表画像を目視確認した主要頭部モチーフ: rgb","B09-ECH__Secret_Echo/noun-1813__head-rgb.png","visual audit of representative image for each of 258 head types"
"1812","160","B06-OBJ","Artifact & Architecture","head-pillow","代表画像を目視確認した主要頭部モチーフ: pillow","B06-OBJ__Artifact_&_Architecture/noun-1812__head-pillow.png","visual audit of representative image for each of 258 head types"
"1811","161","B06-OBJ","Artifact & Architecture","head-toiletpaper-full","代表画像を目視確認した主要頭部モチーフ: toiletpaper-full","B06-OBJ__Artifact_&_Architecture/noun-1811__head-toiletpaper-full.png","visual audit of representative image for each of 258 head types"
"1810","162","B03-FLO","Flora & Fungi","head-weed","代表画像を目視確認した主要頭部モチーフ: weed","B03-FLO__Flora_&_Fungi/noun-1810__head-weed.png","visual audit of representative image for each of 258 head types"
"1809","163","B06-OBJ","Artifact & Architecture","head-toiletpaper-full","代表画像を目視確認した主要頭部モチーフ: toiletpaper-full","B06-OBJ__Artifact_&_Architecture/noun-1809__head-toiletpaper-full.png","visual audit of representative image for each of 258 head types"
"1808","164","B06-OBJ","Artifact & Architecture","head-fence","代表画像を目視確認した主要頭部モチーフ: fence","B06-OBJ__Artifact_&_Architecture/noun-1808__head-fence.png","visual audit of representative image for each of 258 head types"
"1807","165","B06-OBJ","Artifact & Architecture","head-index-card","代表画像を目視確認した主要頭部モチーフ: index-card","B06-OBJ__Artifact_&_Architecture/noun-1807__head-index-card.png","visual audit of representative image for each of 258 head types"
"1806","166","B06-OBJ","Artifact & Architecture","head-chefhat","代表画像を目視確認した主要頭部モチーフ: chefhat","B06-OBJ__Artifact_&_Architecture/noun-1806__head-chefhat.png","visual audit of representative image for each of 258 head types"
"1805","167","B02-FAU","Fauna","head-mosquito","代表画像を目視確認した主要頭部モチーフ: mosquito","B02-FAU__Fauna/noun-1805__head-mosquito.png","visual audit of representative image for each of 258 head types"
"1804","168","B05-MEC","Machine","head-drill","代表画像を目視確認した主要頭部モチーフ: drill","B05-MEC__Machine/noun-1804__head-drill.png","visual audit of representative image for each of 258 head types"
"1803","169","B02-FAU","Fauna","head-green-snake","代表画像を目視確認した主要頭部モチーフ: green-snake","B02-FAU__Fauna/noun-1803__head-green-snake.png","visual audit of representative image for each of 258 head types"
"1802","170","B02-FAU","Fauna","head-squid","代表画像を目視確認した主要頭部モチーフ: squid","B02-FAU__Fauna/noun-1802__head-squid.png","visual audit of representative image for each of 258 head types"
"1801","171","B04-CUL","Culinary","head-doughnut","代表画像を目視確認した主要頭部モチーフ: doughnut","B04-CUL__Culinary/noun-1801__head-doughnut.png","visual audit of representative image for each of 258 head types"
"1800","172","B04-CUL","Culinary","head-shrimp-tempura","代表画像を目視確認した主要頭部モチーフ: shrimp-tempura","B04-CUL__Culinary/noun-1800__head-shrimp-tempura.png","visual audit of representative image for each of 258 head types"
"1799","173","B01-HUM","Humanoid","head-lips","代表画像を目視確認した主要頭部モチーフ: lips","B01-HUM__Humanoid/noun-1799__head-lips.png","visual audit of representative image for each of 258 head types"
"1798","174","B02-FAU","Fauna","head-scorpion","代表画像を目視確認した主要頭部モチーフ: scorpion","B02-FAU__Fauna/noun-1798__head-scorpion.png","visual audit of representative image for each of 258 head types"
"1797","175","B02-FAU","Fauna","head-chameleon","代表画像を目視確認した主要頭部モチーフ: chameleon","B02-FAU__Fauna/noun-1797__head-chameleon.png","visual audit of representative image for each of 258 head types"
"1796","176","B06-OBJ","Artifact & Architecture","head-volleyball","代表画像を目視確認した主要頭部モチーフ: volleyball","B06-OBJ__Artifact_&_Architecture/noun-1796__head-volleyball.png","visual audit of representative image for each of 258 head types"
"1795","177","B06-OBJ","Artifact & Architecture","head-cone","代表画像を目視確認した主要頭部モチーフ: cone","B06-OBJ__Artifact_&_Architecture/noun-1795__head-cone.png","visual audit of representative image for each of 258 head types"
"1794","178","B06-OBJ","Artifact & Architecture","head-piano","代表画像を目視確認した主要頭部モチーフ: piano","B06-OBJ__Artifact_&_Architecture/noun-1794__head-piano.png","visual audit of representative image for each of 258 head types"
"1793","179","B06-OBJ","Artifact & Architecture","head-boot","代表画像を目視確認した主要頭部モチーフ: boot","B06-OBJ__Artifact_&_Architecture/noun-1793__head-boot.png","visual audit of representative image for each of 258 head types"
"1792","180","B06-OBJ","Artifact & Architecture","head-queencrown","代表画像を目視確認した主要頭部モチーフ: queencrown","B06-OBJ__Artifact_&_Architecture/noun-1792__head-queencrown.png","visual audit of representative image for each of 258 head types"
"1791","181","B08-NAT","Nature & Element","head-saturn","代表画像を目視確認した主要頭部モチーフ: saturn","B08-NAT__Nature_&_Element/noun-1791__head-saturn.png","visual audit of representative image for each of 258 head types"
"1790","182","B08-NAT","Nature & Element","head-island","代表画像を目視確認した主要頭部モチーフ: island","B08-NAT__Nature_&_Element/noun-1790__head-island.png","visual audit of representative image for each of 258 head types"
"1789","183","B05-MEC","Machine","head-taxi","代表画像を目視確認した主要頭部モチーフ: taxi","B05-MEC__Machine/noun-1789__head-taxi.png","visual audit of representative image for each of 258 head types"
"1788","184","B06-OBJ","Artifact & Architecture","head-pill","代表画像を目視確認した主要頭部モチーフ: pill","B06-OBJ__Artifact_&_Architecture/noun-1788__head-pill.png","visual audit of representative image for each of 258 head types"
